Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1980,2n Cycle,Together,25130.0,1,0,2,7,0,18,18,2,2,0,3,7,0,0,46,45,5,1
1967,Graduation,Married,35441.0,1,1,25,9,2,1,1,2,1,0,3,8,0,0,59,38,4,2
1956,Graduation,Married,71391.0,0,1,336,274,46,123,141,5,6,5,12,3,0,0,70,920,23,1
1972,Master,Single,49494.0,1,0,191,97,0,6,82,2,6,1,5,7,0,0,54,376,12,1
1980,Graduation,Divorced,81702.0,0,0,563,774,28,31,187,1,7,7,12,3,0,0,46,1583,26,0
1980,2n Cycle,Single,45889.0,0,1,31,6,0,1,8,1,1,0,3,6,0,0,46,46,4,1
1977,Graduation,Single,56628.0,0,1,479,82,7,17,171,2,7,6,5,5,0,0,49,756,18,1
1950,Graduation,Together,34026.0,1,1,18,15,12,8,17,3,2,1,3,5,0,0,76,70,6,2
1974,Graduation,Married,40049.0,0,1,91,52,10,44,28,3,3,2,6,5,0,0,52,225,11,1
1988,Graduation,Single,34176.0,1,0,5,24,19,14,20,4,3,0,4,6,0,0,38,82,7,1
1981,Graduation,Married,19419.0,1,0,2,28,16,3,7,4,4,0,3,9,0,0,45,56,7,1
1960,2n Cycle,Married,82504.0,0,0,362,431,134,35,54,1,3,6,7,1,0,0,66,1016,16,0
1970,Graduation,Together,81205.0,0,0,724,929,97,55,130,1,5,6,7,2,0,1,56,1935,18,0
1991,2n Cycle,Single,61618.0,0,0,605,399,0,45,205,2,3,6,8,3,0,0,35,1254,17,0
1956,Master,Single,55284.0,0,1,547,140,0,7,63,3,7,5,8,5,0,0,70,757,20,1
1963,Graduation,Single,49980.0,0,1,104,54,13,9,14,2,3,1,5,5,0,0,63,194,9,1
1980,Graduation,Married,15072.0,2,0,8,15,0,10,18,4,3,1,3,5,0,0,46,51,7,2
1974,Graduation,Single,49166.0,0,1,224,25,7,0,110,2,5,3,3,6,0,0,52,366,11,1
1957,2n Cycle,Married,82347.0,0,0,556,845,202,133,63,1,7,7,10,3,0,0,69,1799,24,0
1966,PhD,Together,30843.0,1,1,24,2,0,0,9,2,1,1,2,5,0,0,60,35,4,2
1974,PhD,Married,46374.0,0,1,408,21,0,0,17,3,7,1,7,8,0,1,52,446,15,1
1979,Graduation,Single,60474.0,0,1,265,303,234,9,170,7,10,2,12,7,0,0,47,981,24,1
1973,Master,Married,38576.0,0,1,34,7,0,0,0,1,1,0,3,7,0,0,53,41,4,1
1985,Graduation,Married,55357.0,2,0,374,116,84,25,64,3,6,2,11,5,0,0,41,663,19,2
1966,Graduation,Together,37758.0,1,1,27,10,0,0,1,2,1,0,3,8,0,0,60,38,4,2
1989,2n Cycle,Married,85710.0,0,0,600,350,29,30,33,1,6,9,10,2,0,0,37,1042,25,0
1969,Graduation,Together,23228.0,1,0,13,18,6,1,0,2,2,0,3,8,0,0,57,38,5,1
1969,Master,Together,44602.0,1,1,167,89,0,0,34,6,6,1,4,8,0,0,57,290,11,2
1987,Graduation,Married,7500.0,0,0,0,3,4,1,5,1,0,0,3,6,0,0,39,13,3,0
1989,2n Cycle,Together,38683.0,1,0,46,69,84,41,66,6,4,1,6,7,0,0,37,306,11,1
1975,2n Cycle,Single,49514.0,1,0,88,78,58,13,93,2,6,1,4,7,0,0,51,330,11,1
1973,PhD,Together,57906.0,0,1,243,119,10,3,15,3,4,2,8,4,0,0,53,390,14,1
1966,Master,Single,43456.0,0,1,275,68,25,7,7,3,5,1,8,5,0,0,60,382,14,1
1986,Master,Single,19485.0,2,0,6,4,0,0,0,1,1,0,2,7,0,0,40,10,3,2
1978,Graduation,Together,53172.0,0,1,121,90,68,20,125,3,2,3,8,3,0,0,48,424,13,1
1979,Graduation,Together,30545.0,1,0,4,15,19,7,12,2,2,0,3,7,0,0,47,57,5,1
1983,PhD,Together,70123.0,0,0,1308,396,23,0,0,1,5,7,4,3,0,0,43,1727,16,0
1959,Graduation,Single,62450.0,0,1,515,267,62,66,38,2,5,5,4,3,0,0,67,948,14,1
1976,Graduation,Together,21675.0,1,0,4,16,17,4,4,3,4,0,3,7,0,0,50,45,7,1
1981,2n Cycle,Single,42395.0,1,1,48,57,24,15,25,4,3,1,4,7,0,0,45,169,8,2
1978,Master,Together,61346.0,1,0,562,168,43,16,142,1,5,7,10,3,0,0,48,931,22,1
1953,Graduation,Together,80812.0,0,0,769,500,210,143,33,1,4,8,5,2,0,0,73,1655,17,0
1971,Master,Divorced,42835.0,1,1,379,93,12,9,98,7,6,6,4,6,0,0,55,591,16,2
1983,Graduation,Married,39922.0,1,0,29,59,19,1,36,2,3,0,4,8,0,0,43,144,7,1
1956,Master,Single,86424.0,0,0,387,569,89,45,68,1,6,9,12,1,0,0,70,1158,27,0
1978,2n Cycle,Together,17117.0,1,0,12,38,30,18,7,4,3,1,3,9,0,0,48,105,7,1
1972,Graduation,Single,24762.0,1,0,6,12,3,15,40,3,3,1,2,8,0,1,54,76,6,1
1975,Graduation,Married,35797.0,0,1,27,14,4,1,21,2,2,0,3,8,0,0,51,67,5,1
1975,Graduation,Divorced,36627.0,2,0,9,5,0,0,1,1,0,0,3,5,0,0,51,15,3,2
1981,2n Cycle,Married,51111.0,1,1,22,19,6,5,3,2,2,0,3,6,0,0,45,55,5,2
1970,PhD,Together,82072.0,0,0,889,685,168,92,129,1,3,2,13,1,0,0,56,1963,18,0
1953,PhD,Single,46231.0,2,1,189,55,0,5,12,4,6,1,4,9,0,0,73,261,11,3
1959,Graduation,Married,42243.0,1,1,48,2,0,0,5,2,2,0,3,7,0,0,67,55,5,2
1962,Graduation,Together,51195.0,1,1,230,156,82,24,58,8,9,2,5,8,0,0,64,550,16,2
1978,Master,Single,68092.0,0,0,852,207,78,36,48,2,2,6,10,5,0,0,48,1221,18,0
1973,Graduation,Married,31814.0,1,0,35,20,4,1,20,2,2,0,3,9,0,0,53,80,5,1
1965,Master,Widow,51390.0,1,1,205,47,23,2,56,6,5,2,5,5,0,0,61,333,12,2
1983,Graduation,Married,76630.0,0,0,255,446,40,56,175,1,3,10,11,1,0,0,43,972,24,0
1991,Basic,Single,26868.0,1,0,0,1,8,3,2,1,1,0,2,7,0,0,35,14,3,1
1972,PhD,Single,55260.0,0,1,825,53,11,0,242,2,8,10,5,6,0,0,54,1131,23,1
1956,Graduation,Together,64090.0,0,1,316,161,76,51,135,1,6,9,4,5,0,1,70,739,19,1
1958,Graduation,Divorced,78331.0,0,1,756,354,160,169,61,2,10,6,7,4,0,0,68,1500,23,1
1974,PhD,Married,37087.0,1,0,194,134,15,0,3,3,4,2,8,6,0,0,52,346,14,1
1986,Graduation,Divorced,21846.0,1,0,7,18,6,10,26,4,4,0,3,8,0,0,40,67,7,1
1958,Graduation,Married,81320.0,0,0,183,493,59,103,57,1,4,3,10,2,0,0,68,895,17,0
1970,Graduation,Divorced,54137.0,0,1,171,11,0,1,20,2,4,1,4,6,0,0,56,203,9,1
1967,Graduation,Together,66825.0,0,0,243,405,29,40,40,1,4,5,6,2,0,0,59,757,15,0
1973,Graduation,Together,57100.0,0,0,181,69,39,3,96,1,3,3,6,3,0,0,53,388,12,0
1969,Graduation,Together,58917.0,1,2,151,89,0,7,28,5,4,1,6,5,0,0,57,275,11,3
1977,Graduation,Single,85072.0,0,0,494,391,194,11,241,1,3,4,10,0,0,0,49,1331,17,0
1961,Graduation,Single,86429.0,0,0,464,873,29,18,37,0,7,4,7,2,0,1,65,1421,18,0
1971,Graduation,Widow,45684.0,1,0,5,5,10,0,7,1,1,0,2,7,0,0,55,27,3,1
1974,Graduation,Together,47889.0,1,0,29,29,0,5,4,1,2,0,3,5,0,0,52,67,5,1
1986,PhD,Married,45921.0,0,0,102,49,24,3,12,1,2,1,6,4,0,0,40,190,9,0
1966,PhD,Single,78420.0,0,0,604,674,91,28,28,1,3,10,8,1,0,0,60,1425,21,0
1992,Graduation,Together,75114.0,0,0,571,523,63,60,24,1,3,10,5,2,0,0,34,1241,18,0
1963,PhD,Widow,52278.0,0,1,953,71,0,0,174,6,10,5,10,8,0,1,63,1198,25,1
1972,Master,Married,35641.0,1,0,63,67,8,9,28,2,3,1,4,7,0,1,54,175,8,1
1994,Graduation,Single,95529.0,0,0,770,890,250,27,24,1,7,3,7,3,0,1,32,1961,17,0
1954,Graduation,Married,62820.0,0,0,398,265,138,61,53,1,3,4,6,1,0,0,72,915,13,0
1960,Master,Together,73113.0,0,0,741,154,50,9,28,1,3,4,7,2,0,0,66,982,14,0
1954,2n Cycle,Single,42607.0,0,1,156,56,30,32,47,2,3,2,7,3,0,0,72,321,12,1
1954,PhD,Single,74637.0,0,0,960,464,146,0,16,1,6,9,9,3,0,0,72,1586,24,0
1955,PhD,Together,46015.0,1,1,38,2,0,0,6,1,1,0,3,7,0,0,71,46,4,2
1993,Graduation,Single,72354.0,0,0,315,473,220,12,182,1,2,10,6,1,0,0,33,1202,18,0
1969,Master,Single,39858.0,1,0,15,25,2,7,26,1,2,0,4,6,0,1,57,75,6,1
1948,PhD,Married,34469.0,1,1,19,20,0,5,12,3,1,1,4,4,0,0,78,56,6,2
1986,Graduation,Together,83033.0,1,0,812,431,237,149,33,1,11,4,10,5,0,0,40,1662,25,1
1979,Master,Together,24401.0,0,0,73,217,10,24,115,3,6,1,6,8,0,0,47,439,13,0
1978,Graduation,Married,77583.0,0,0,372,384,250,12,108,1,4,5,9,2,0,0,48,1126,18,0
1982,2n Cycle,Single,74116.0,0,0,871,704,145,55,166,1,4,4,10,2,0,0,44,1941,18,0
1976,PhD,Married,68397.0,0,1,760,466,17,13,80,1,6,9,5,3,0,0,50,1336,20,1
1974,PhD,Together,79632.0,0,0,471,510,99,21,12,1,6,4,9,2,0,0,52,1113,19,0
1989,Graduation,Single,46107.0,1,0,31,27,16,9,33,1,1,1,4,3,0,0,37,116,6,1
1951,PhD,Single,64950.0,0,1,819,72,12,0,63,2,11,2,10,7,0,0,75,966,23,1
1989,Basic,Married,25443.0,1,0,1,3,8,9,7,1,1,0,3,8,0,0,37,28,4,1
1971,PhD,Together,32892.0,1,0,26,15,2,1,2,2,3,0,3,8,0,0,55,46,6,1
1971,Graduation,Together,71796.0,0,0,354,311,167,75,32,1,9,3,4,4,0,0,55,939,16,0
1970,PhD,Married,67536.0,0,1,1253,447,23,71,35,3,11,5,11,8,0,0,56,1829,27,1
1971,Graduation,Single,55239.0,0,1,371,238,23,24,106,3,7,5,11,5,0,0,55,762,23,1
1975,PhD,Divorced,60554.0,1,0,588,76,110,15,15,2,8,4,9,6,0,0,51,804,21,1
1952,2n Cycle,Single,64831.0,1,1,480,249,75,86,144,8,6,3,5,6,0,0,74,1034,14,2
1962,PhD,Together,56067.0,0,1,517,54,16,6,120,2,7,4,7,5,0,0,64,713,18,1
1983,Graduation,Divorced,82025.0,0,0,267,606,48,70,98,1,3,2,6,1,0,1,43,1089,11,0
1953,Graduation,Together,94384.0,0,0,1111,790,160,45,172,0,5,8,5,2,0,1,73,2278,18,0
1986,Basic,Single,14906.0,0,0,7,14,7,16,15,3,2,1,3,7,0,0,40,59,6,0
1987,PhD,Married,51563.0,0,0,1166,48,0,0,36,1,4,4,10,8,0,0,39,1250,18,0
1982,2n Cycle,Married,57937.0,0,1,261,144,55,48,133,3,4,4,9,3,0,0,44,641,17,1
1979,Graduation,Divorced,68274.0,1,1,135,51,23,25,46,2,4,2,5,3,0,0,47,280,11,2
1977,Graduation,Together,39771.0,1,0,6,18,2,8,14,1,2,0,3,4,0,0,49,48,5,1
1975,2n Cycle,Divorced,67893.0,0,1,711,142,49,18,47,2,3,2,9,8,0,0,51,967,14,1
1979,PhD,Together,27922.0,1,0,11,13,2,4,11,1,2,0,3,4,0,0,47,41,5,1
1976,PhD,Together,52190.0,1,1,42,17,0,0,18,3,2,1,3,5,0,0,50,77,6,2
1973,Master,Divorced,44051.0,1,1,79,58,6,3,18,4,3,1,4,6,0,1,53,164,8,2
1971,PhD,Single,42767.0,2,0,20,43,19,5,38,1,3,1,2,8,0,0,55,125,6,2
1976,Master,Together,46106.0,1,1,30,8,2,0,14,1,1,1,2,6,0,0,50,54,4,2
1976,PhD,Married,16927.0,1,1,20,23,3,1,4,5,3,0,4,8,0,0,50,51,7,2
1965,Graduation,Married,59754.0,0,1,115,44,4,146,139,3,5,2,6,5,0,1,61,448,13,1
1952,Graduation,Single,53700.0,0,1,263,233,69,41,83,4,5,5,8,5,0,0,74,689,18,1
1973,Graduation,Married,59041.0,1,1,69,15,2,2,6,2,2,0,4,5,0,0,53,94,6,2
1957,PhD,Divorced,54237.0,0,1,267,30,4,0,57,4,5,2,5,6,0,0,69,358,12,1
1967,Graduation,Divorced,70647.0,0,1,561,171,25,123,114,2,4,7,13,2,0,0,59,994,24,1
1962,PhD,Single,52597.0,0,1,492,37,7,0,42,3,6,3,8,5,0,0,64,578,17,1
1969,Master,Together,41021.0,1,0,14,9,6,16,12,2,2,0,3,6,0,1,57,57,5,1
1975,PhD,Married,40233.0,0,1,80,46,0,17,2,5,2,1,5,6,0,0,51,145,8,1
1980,Graduation,Married,50183.0,1,1,97,84,13,10,15,7,3,1,6,5,0,0,46,219,10,2
1959,Graduation,Together,54753.0,0,1,197,227,7,59,131,3,5,2,11,4,0,0,67,621,18,1
1973,Graduation,Married,92955.0,0,0,693,925,31,24,84,1,6,7,9,2,0,1,53,1757,22,0
1973,Graduation,Married,33471.0,1,0,43,27,0,9,12,3,3,0,4,7,0,0,53,91,7,1
1974,PhD,Married,34596.0,1,0,14,2,0,0,7,1,1,0,2,8,0,1,52,23,3,1
1980,Graduation,Together,44010.0,1,0,186,234,86,72,48,6,10,2,6,9,0,0,46,626,18,1
1988,Graduation,Married,84219.0,0,0,434,400,45,137,45,1,3,4,10,1,0,0,38,1061,17,0
1968,PhD,Together,40706.0,2,1,59,11,4,2,5,4,3,0,4,7,0,0,58,81,7,3
1988,2n Cycle,Married,15716.0,1,0,16,30,8,7,26,3,3,0,4,8,1,0,38,87,7,1
1959,2n Cycle,Divorced,59052.0,0,1,230,75,63,57,31,3,7,1,7,5,0,0,67,456,15,1
1971,Master,Together,80573.0,0,0,829,430,60,92,15,1,4,6,13,2,0,0,55,1426,23,0
1962,Graduation,Married,83715.0,0,0,318,407,150,35,8,1,2,8,13,0,0,0,64,918,23,0
1959,Master,Together,82576.0,0,0,1206,445,168,18,18,1,2,4,12,1,0,0,67,1855,18,0
1952,Graduation,Married,35704.0,1,1,30,12,2,11,30,3,2,0,4,4,0,0,74,85,6,2
1954,Graduation,Together,53103.0,0,1,729,133,11,0,195,5,10,6,7,7,0,0,72,1068,23,1
1960,2n Cycle,Widow,46779.0,1,1,12,3,0,0,7,1,0,1,2,4,0,0,66,22,3,2
1965,Graduation,Divorced,4861.0,0,0,2,1,1,0,1,0,0,0,0,14,0,0,61,5,0,0
1979,Master,Divorced,33462.0,1,0,22,18,0,0,11,1,2,0,3,7,0,0,47,51,5,1
1950,Graduation,Married,80763.0,0,0,674,108,192,42,231,1,5,11,6,3,0,1,76,1247,22,0
1974,PhD,Married,65352.0,0,1,284,84,4,7,23,2,4,2,8,4,0,0,52,402,14,1
1978,PhD,Married,82170.0,0,0,1023,651,49,55,37,1,5,6,7,2,0,0,48,1815,18,0
1969,Graduation,Married,75759.0,0,0,1394,708,89,91,182,1,9,7,9,5,0,1,57,2464,25,0
1976,2n Cycle,Single,79689.0,0,0,311,640,180,37,121,1,4,9,13,2,0,0,50,1289,26,0
1956,PhD,Widow,35340.0,1,1,27,12,0,1,5,2,2,0,3,5,0,0,70,45,5,2
1954,Graduation,Divorced,85683.0,0,0,1296,311,45,69,51,1,2,4,10,1,0,1,72,1772,16,0
1972,2n Cycle,Married,24884.0,1,0,3,7,0,0,3,1,0,0,3,7,0,0,54,13,3,1
1981,Master,Together,42021.0,1,0,393,136,7,5,27,5,10,1,6,9,0,0,45,568,17,1
1989,Graduation,Single,64449.0,1,0,218,282,137,35,70,4,5,3,12,4,0,0,37,742,20,1
1954,Graduation,Divorced,64587.0,1,1,66,16,0,6,20,2,1,1,4,3,0,0,72,108,6,2
1978,Graduation,Together,75437.0,0,0,795,545,95,58,0,1,8,4,10,6,0,0,48,1493,22,0
1973,Graduation,Married,52845.0,1,0,384,292,130,41,64,3,8,8,6,6,0,0,53,911,22,1
1956,Graduation,Divorced,46086.0,0,1,244,32,7,2,50,4,3,1,8,4,0,0,70,335,12,1
1956,PhD,Widow,78028.0,0,1,158,288,25,0,38,1,6,4,9,7,0,1,70,509,19,1
1987,PhD,Single,95169.0,0,0,1285,449,106,20,20,1,4,3,4,1,0,1,39,1880,11,0
1981,2n Cycle,Married,56337.0,1,1,349,144,28,5,182,5,8,5,4,8,0,1,45,708,17,2
1987,Graduation,Together,22434.0,1,0,4,11,3,13,15,2,2,0,3,8,0,0,39,46,5,1
1954,PhD,Married,36930.0,0,1,223,31,0,2,39,5,5,2,4,8,0,0,72,295,11,1
1954,Graduation,Single,36130.0,0,1,157,127,68,56,37,6,3,8,4,4,0,1,72,445,15,1
1953,Master,Married,65569.0,0,1,397,288,20,38,70,2,6,5,10,3,0,0,73,813,21,1
1968,Graduation,Married,19514.0,1,1,14,21,2,1,28,4,3,1,2,8,0,0,58,66,6,2
1963,PhD,Single,36736.0,1,1,10,3,0,0,4,1,1,0,2,6,0,0,63,17,3,2
1979,Graduation,Together,77568.0,0,1,1230,396,232,178,158,1,10,2,8,5,0,0,47,2194,20,1
1976,PhD,Together,49187.0,0,1,81,31,2,1,0,1,1,1,5,2,0,0,50,115,7,1
1978,Graduation,Single,30168.0,1,0,154,66,0,12,27,7,6,1,4,9,0,0,48,259,11,1
1968,Master,Together,34053.0,0,1,63,21,7,0,12,1,3,0,3,8,0,0,58,103,6,1
1971,Master,Married,38196.0,1,1,30,11,0,0,3,3,2,0,4,5,0,0,55,44,6,2
1951,Master,Married,59412.0,0,0,90,165,30,43,11,1,4,2,8,3,0,0,75,339,14,0
1965,2n Cycle,Married,70924.0,0,0,635,254,132,152,76,1,6,6,7,3,0,0,61,1249,19,0
1969,Graduation,Together,54165.0,0,0,127,73,15,6,11,1,2,1,7,2,0,0,57,232,10,0
1973,Graduation,Married,32300.0,1,0,13,6,6,5,6,1,1,0,3,8,0,0,53,36,4,1
1976,Graduation,Single,20180.0,0,0,18,24,15,20,18,1,2,1,4,7,0,0,50,95,7,0
1973,Graduation,Married,34961.0,1,0,45,26,4,1,1,3,3,1,3,7,0,0,53,77,7,1
1974,PhD,Together,28440.0,1,0,38,24,0,0,0,1,2,0,3,8,0,0,52,62,5,1
1953,PhD,Together,64504.0,1,2,986,168,16,0,108,7,11,3,4,7,0,1,73,1278,18,3
1966,Master,Together,33564.0,0,1,61,3,0,0,7,1,1,1,3,5,0,0,60,71,5,1
1978,Graduation,Married,17345.0,1,0,4,16,17,0,12,2,2,1,2,8,0,0,48,49,5,1
1967,PhD,Married,56320.0,0,1,201,172,116,77,83,3,5,4,9,4,0,0,59,649,18,1
1978,Graduation,Single,28647.0,1,0,19,29,0,12,26,1,2,2,2,7,0,1,48,86,6,1
1987,Basic,Single,15038.0,1,0,4,11,19,12,26,2,2,1,2,9,0,0,39,72,5,1
1958,PhD,Divorced,32173.0,0,1,18,2,0,0,2,1,1,0,3,4,0,0,68,22,4,1
1964,2n Cycle,Together,68316.0,0,1,806,161,120,11,33,5,10,7,10,6,0,0,62,1131,27,1
1971,Graduation,Together,74538.0,0,0,380,733,110,112,28,1,8,8,5,3,0,1,55,1363,21,0
1971,Graduation,Single,91700.0,0,0,576,961,125,115,19,1,8,6,5,3,0,1,55,1796,19,0
1969,Graduation,Together,68695.0,0,0,458,356,106,50,40,1,4,4,7,2,0,0,57,1010,15,0
1977,2n Cycle,Married,31056.0,1,0,5,13,3,8,16,1,1,0,3,8,0,0,49,45,4,1
1980,Graduation,Single,28071.0,0,0,39,130,41,26,44,2,5,1,5,8,0,0,46,280,11,0
1958,PhD,Together,37334.0,1,1,26,16,2,2,15,4,3,0,4,4,0,0,68,61,7,2
1972,Master,Single,46423.0,1,1,68,16,0,0,8,3,2,0,4,7,0,0,54,92,6,2
1971,PhD,Married,37126.0,1,0,45,9,4,4,7,1,1,2,2,6,0,1,55,69,5,1
1953,Graduation,Married,47703.0,0,1,359,134,13,26,123,4,6,3,8,5,0,0,73,655,17,1
1959,Graduation,Married,61180.0,0,1,403,29,6,24,218,2,5,5,6,3,0,0,67,680,16,1
1954,Graduation,Married,38998.0,1,1,34,14,0,0,5,3,2,0,3,8,1,0,72,53,5,2
1991,Graduation,Single,8028.0,0,0,73,66,7,12,2,15,0,1,0,19,0,0,35,160,1,0
1962,Graduation,Together,76081.0,0,0,292,415,63,33,200,1,4,5,4,2,0,0,64,1003,13,0
1986,Graduation,Together,34728.0,1,0,14,16,0,0,6,1,1,1,2,6,0,1,40,36,4,1
1965,Master,Single,33168.0,0,1,80,37,0,1,3,3,2,1,4,7,0,0,61,121,7,1
1966,Master,Married,33585.0,0,1,30,33,13,6,29,1,2,0,4,4,0,0,60,111,6,1
1960,PhD,Married,77037.0,0,1,463,333,168,53,10,1,7,7,12,3,0,0,66,1027,26,1
1984,Graduation,Together,35196.0,1,0,75,141,43,39,187,6,6,1,5,8,0,1,42,485,12,1
1966,Graduation,Married,44529.0,0,1,538,91,17,6,26,6,6,2,11,5,0,0,60,678,19,1
1966,PhD,Together,28764.0,1,1,8,3,0,0,1,1,1,0,2,8,0,0,60,12,3,2
1949,PhD,Married,69098.0,0,0,1315,780,145,0,178,1,7,8,9,5,0,0,77,2418,24,0
1970,2n Cycle,Divorced,25959.0,1,1,4,12,7,5,26,2,1,2,2,6,0,1,56,54,5,2
1983,Master,Married,27100.0,1,0,12,13,2,0,10,1,1,0,3,7,0,0,43,37,4,1
1985,Graduation,Single,70596.0,0,0,347,534,17,0,26,1,3,5,12,2,0,0,41,924,20,0
1974,Graduation,Married,42557.0,0,1,192,53,0,5,15,4,6,1,4,8,0,0,52,265,11,1
1951,PhD,Married,53312.0,0,0,241,12,0,0,25,1,5,1,5,7,0,0,75,278,11,0
1952,Graduation,Single,72228.0,0,0,631,491,30,14,56,1,6,7,8,3,0,0,74,1222,21,0
1987,Graduation,Together,67605.0,0,0,336,282,184,54,54,1,2,8,6,1,0,0,39,910,16,0
1949,Master,Married,62845.0,1,1,1099,45,0,0,34,11,3,4,10,8,0,0,77,1178,17,2
1958,Graduation,Together,65196.0,0,2,743,181,12,0,200,2,7,6,11,5,0,0,68,1136,24,2
1987,PhD,Single,42000.0,0,0,124,267,85,59,35,2,5,2,11,5,0,1,39,570,18,0
1973,PhD,Divorced,35860.0,1,1,15,8,4,2,20,2,1,1,2,5,0,0,53,49,4,2
1964,PhD,Married,65526.0,0,1,397,69,12,0,9,1,4,4,8,2,0,0,62,487,16,1
1961,Graduation,Married,16860.0,1,1,10,4,3,3,14,3,1,1,3,7,0,0,65,34,5,2
1992,Graduation,Single,83528.0,0,0,530,678,134,44,147,1,4,10,8,1,0,1,34,1533,22,0
1965,2n Cycle,Divorced,64176.0,0,1,1215,249,64,116,149,8,8,9,8,6,0,0,61,1793,25,1
1956,Graduation,Divorced,22304.0,0,0,3,7,0,4,2,1,1,0,2,8,0,0,70,16,3,0
1978,Graduation,Married,67023.0,0,0,444,382,11,8,17,1,3,7,13,2,1,0,48,862,23,0
1966,Graduation,Together,70713.0,0,1,736,279,82,76,190,6,5,6,8,3,0,0,60,1363,19,1
1955,Graduation,Together,59925.0,0,1,473,176,19,21,56,3,9,2,9,6,0,0,71,745,20,1
1953,Graduation,Married,39722.0,0,1,32,5,2,0,8,2,2,0,3,5,0,0,73,47,5,1
1958,Graduation,Together,46610.0,0,0,288,30,4,10,125,1,6,1,6,6,0,0,68,457,13,0
1961,Graduation,Together,88347.0,0,0,1050,555,77,138,118,1,4,7,9,1,0,0,65,1938,20,0
1981,PhD,Married,87171.0,0,0,1001,107,58,44,44,1,6,7,11,2,0,0,45,1254,24,0
1976,2n Cycle,Together,26907.0,1,1,9,7,0,3,2,2,1,0,3,7,0,0,50,21,4,2
1968,Master,Single,50014.0,1,0,234,77,19,10,42,2,4,1,8,5,0,0,58,382,13,1
1978,PhD,Married,41014.0,1,0,7,6,2,0,3,1,1,0,2,7,0,0,48,18,3,1
1965,Graduation,Single,66294.0,0,0,251,334,65,92,117,1,4,3,5,2,0,0,61,859,12,0
1971,Graduation,Married,36715.0,1,0,172,125,21,13,16,6,7,2,4,9,0,1,55,347,13,1
1956,Graduation,Married,79456.0,0,0,565,548,64,83,99,1,5,6,4,3,0,1,70,1359,15,0
1982,Graduation,Together,40479.0,1,0,5,8,2,0,0,1,0,0,3,4,0,0,44,15,3,1
1970,Master,Single,75345.0,0,0,918,842,99,38,133,1,5,8,6,3,0,1,56,2030,19,0
1977,Graduation,Married,54233.0,0,1,652,158,21,0,142,4,11,6,5,8,0,0,49,973,22,1
1970,Graduation,Single,24163.0,1,1,4,7,2,1,2,2,1,0,3,4,0,0,56,16,4,2
1958,PhD,Together,84460.0,0,0,152,103,106,54,81,0,9,9,4,5,0,1,68,496,22,0
1983,Graduation,Together,43776.0,1,0,8,9,2,1,3,1,1,0,2,6,0,0,43,23,3,1
1958,PhD,Single,71691.0,0,0,336,411,240,32,43,1,4,7,5,2,0,1,68,1062,16,0
1973,PhD,Married,85844.0,0,0,938,843,25,95,38,1,6,6,7,2,0,0,53,1939,19,0
1974,PhD,Single,39190.0,1,0,68,18,19,8,12,2,2,1,4,5,0,0,52,125,7,1
1972,PhD,Single,38578.0,1,1,38,22,3,3,3,3,3,0,3,8,0,0,54,69,6,2
1965,PhD,Married,57236.0,1,1,105,9,2,1,4,3,2,1,4,3,0,0,61,121,7,2
1979,Graduation,Single,61825.0,0,1,162,100,55,30,27,1,4,2,8,4,0,0,47,374,14,1
1958,Graduation,Divorced,79803.0,0,1,574,216,21,16,33,1,4,3,5,1,0,0,68,860,12,1
1986,2n Cycle,Single,80910.0,0,0,160,369,67,39,41,1,3,3,8,1,0,0,40,676,14,0
1982,Master,Together,27590.0,1,0,6,5,0,0,1,1,1,0,2,7,0,0,44,12,3,1
1979,Graduation,Married,56775.0,0,1,614,160,58,35,35,2,5,8,10,5,0,0,47,902,23,1
1975,Graduation,Divorced,83829.0,0,0,897,430,186,161,27,0,4,7,6,1,0,1,51,1701,17,0
1979,2n Cycle,Married,54210.0,0,1,70,109,80,9,45,2,4,1,7,5,0,0,47,313,12,1
1986,Graduation,Married,38508.0,1,0,120,206,25,19,54,6,7,2,5,8,0,0,40,424,14,1
1970,Graduation,Together,53187.0,1,0,211,30,7,7,10,2,4,1,6,5,0,0,56,265,11,1
1972,Graduation,Married,30023.0,1,0,11,16,7,6,21,1,2,0,3,8,0,0,54,61,5,1
1960,PhD,Single,76045.0,0,0,760,400,17,93,0,1,4,5,11,2,0,0,66,1270,20,0
1952,PhD,Married,50870.0,0,1,53,8,0,0,2,1,2,0,3,5,0,0,74,63,5,1
1974,2n Cycle,Married,65463.0,1,0,391,70,21,32,16,2,6,2,9,5,0,0,52,530,17,1
1965,Graduation,Married,66480.0,1,1,199,57,20,21,6,7,4,1,7,4,0,0,61,303,12,2
1954,Graduation,Divorced,76773.0,0,0,516,449,86,33,16,1,2,2,11,1,0,0,72,1100,15,0
1983,2n Cycle,Single,81698.0,0,0,709,115,30,160,45,1,8,2,5,5,0,1,43,1059,15,0
1973,PhD,Single,54466.0,1,1,12,4,0,0,0,1,1,0,2,5,0,0,53,16,3,2
1984,PhD,Single,16269.0,1,0,19,18,3,1,0,3,3,0,3,8,0,0,42,41,6,1
